Spieler,Verein,Liga,Liga (voll),Alter,Altersband,Fuß,Größe (cm),Minuten,PSV-99,Top-5 PSV-99,Speed Flag,Speed Score,Δ PSV-99,HSR P60BIP,Sprint P60BIP,HI-Dist P60BIP,Expl.Acc BIP,BIP Score,BIP Level,Δ HSR BIP,HSR OTIP P30,Sprint OTIP P30,HI-Dist OTIP P30,Expl.Acc OTIP,OTIP Score,OTIP Pass,Δ HSR OTIP,Time→HSR (s),Time→HSR CoD (s),Time→Sprint (s),Time→505° (s),Burst Score,Δ T→HSR,Physical Score,IFI Raw,IFI Percentile,IFI Label,IFI Punkte,Box Threat,Dribbling,Finishing,Involvement,Passing Quality,Pressing,Providing Teammates,Run Quality,Pct_Box Threat,Pct_Dribbling,Pct_Finishing,Pct_Involvement,Pct_Passing Quality,Pct_Pressing,Pct_Providing Teammates,Pct_Run Quality,Lbl_Box Threat,Lbl_Dribbling,Lbl_Finishing,Lbl_Involvement,Lbl_Passing Quality,Lbl_Pressing,Lbl_Providing Teammates,Lbl_Run Quality,Final Total,Final Tier,Spielertyp,Transfer Score,Transferwert (€)
Ondřej Penxa,Sparta Praha II,CZE 2,CZE - FNL,19,U21,Right,,235,30.55,30.55,🟡 FAST,2,1.1,1256.61,520.54,1777.15,1.92,4,🔼 HIGH,467.0,740.44,258.86,999.3,0.96,4,✅ YES,353.5,0.68,0.86,1.65,1.97,0,0.02,14.0,-0.68,0.065,WEAK,1,-0.4146790313944067,-1.527104943525642,0.7051740255491947,-1.4964411605966836,-1.0695507493435188,-0.6523950606136942,-0.8776872355780458,-0.1057680793459862,0.278,0.027,0.755,0.044,0.085,0.207,0.132,0.456,BELOW,WEAK,STRONG,WEAK,WEAK,WEAK,WEAK,BELOW,15.0,🟡 WATCHLIST,Keins dominant,-0.8788630694168381,
Natan Dzięgielewski,Wieczysta Kraków,POL 2,POL - I liga,22,U23,Right,180.0,309,30.18,30.66,🟠 MEDIUM,1,0.73,936.14,478.32,1414.47,1.8,4,🔼 HIGH,146.5,596.38,312.39,908.77,2.09,4,✅ YES,209.5,0.64,0.64,1.45,1.98,2,-0.02,13.0,-0.072,0.406,BELOW,2,0.5485907258122797,-0.5952370451723574,1.8093165596755876,-0.2462481647283924,-1.0018906652320532,0.3480292215011527,-0.5264813495766305,-0.9110578281202408,0.735,0.2,0.94,0.408,0.116,0.724,0.261,0.127,AVERAGE,WEAK,ELITE,BELOW,WEAK,AVERAGE,BELOW,WEAK,15.0,🔵 INTERESTING,Keins dominant,-0.4490418511930916,75000.0
Szabolcs Schön,Győri ETO,HUN,HUN - Nemzeti Bajnokság,26,24+,Left,171.0,1375,29.37,30.66,—,0,-0.08,905.43,309.33,1214.76,2.7,4,🔼 HIGH,115.8,437.35,131.03,568.38,0.9,4,✅ YES,50.4,0.62,0.63,1.32,1.97,2,-0.04,11.0,0.606,0.881,STRONG,4,0.638121125654197,0.1200247178193498,-0.3833562543007031,1.0498663406893336,0.8468346395497868,1.3986149506051562,0.8781673700032384,0.2963558315778753,0.762,0.55,0.465,0.889,0.809,0.942,0.84,0.608,STRONG,AVERAGE,BELOW,STRONG,STRONG,ELITE,STRONG,AVERAGE,15.0,🔵 INTERESTING,Keins dominant,0.4575053169558117,900000.0
Mustapha Adio Ojora,Vlašim,CZE 2,CZE - FNL,22,U23,,,331,29.33,29.68,—,0,-0.12,824.24,335.55,1159.79,0.97,3,🔼 HIGH,34.6,430.89,171.56,602.45,0.67,4,✅ YES,44.0,0.63,0.69,1.33,1.98,2,-0.03,10.0,0.792,0.933,ELITE,5,0.7825215464302387,0.7948173214500928,0.943537607907961,0.8473363109990515,0.0581773958827951,1.268702611072129,-0.1410336519215031,1.7830627430085697,0.808,0.808,0.82,0.864,0.541,0.933,0.428,0.96,STRONG,STRONG,STRONG,STRONG,AVERAGE,ELITE,BELOW,ELITE,15.0,🔵 INTERESTING,Tiefenläufer,0.5550445508537388,
Lewis Azaka,Sparta Praha II,CZE 2,CZE - FNL,17,U21,,,308,30.62,30.62,🟡 FAST,2,1.17,756.49,347.72,1104.22,2.36,3,🔼 HIGH,-33.1,397.94,140.99,538.93,1.3,4,✅ YES,11.0,0.75,,1.52,2.24,0,0.09,13.0,0.01,0.468,BELOW,2,0.1731040779402961,-0.0498232235876411,-0.6766768590436848,0.0858318620959799,-0.2805942851028274,0.0352114563070385,-1.0457190709691748,1.8399553586719937,0.575,0.456,0.26,0.566,0.399,0.577,0.087,0.962,AVERAGE,BELOW,BELOW,AVERAGE,BELOW,AVERAGE,WEAK,ELITE,15.0,🔵 INTERESTING,Tiefenläufer,-0.2931079638382984,
Dominik Farka,Vysočina Jihlava,CZE 2,CZE - FNL,22,U23,,,302,30.96,30.96,🟡 FAST,2,1.51,906.27,365.38,1271.65,2.06,4,🔼 HIGH,116.7,465.17,180.23,645.41,1.39,4,✅ YES,78.3,0.74,0.81,1.44,2.24,0,0.08,14.0,-0.804,0.034,WEAK,1,0.0341932214783972,-0.7769506166744071,-0.9545028795941836,-1.619174889649941,-1.3804721582418675,-0.9191098905095436,-0.728931327367587,-0.0836656578559974,0.506,0.127,0.091,0.038,0.034,0.113,0.185,0.461,AVERAGE,WEAK,WEAK,WEAK,WEAK,WEAK,WEAK,BELOW,15.0,🟡 WATCHLIST,Keins dominant,-0.9928123456955672,175000.0
Kevin Horváth,Újpest,HUN,HUN - Nemzeti Bajnokság,24,24+,Right,179.0,1409,29.63,30.78,🟠 MEDIUM,1,0.18,918.31,402.56,1320.87,2.09,4,🔼 HIGH,128.7,491.18,237.79,728.97,0.62,4,✅ YES,104.3,0.69,0.73,1.3,1.85,2,0.03,13.0,-0.162,0.336,BELOW,2,-0.1617575781124792,-0.2839580352817319,-0.7296506298478258,0.1838450538022406,0.4327438162035708,0.0903624574793889,-0.0414903589151013,-0.7832021499362097,0.423,0.365,0.214,0.597,0.69,0.604,0.466,0.16,BELOW,BELOW,WEAK,AVERAGE,AVERAGE,AVERAGE,BELOW,WEAK,15.0,🔵 INTERESTING,Keins dominant,-0.236126517312254,100000.0
Sam Greenwood,Pogoń Szczecin,POL 1,POL - Ekstraklasa,24,24+,Right,180.0,504,30.02,30.6,🟠 MEDIUM,1,0.57,851.18,325.87,1177.05,1.38,4,🔼 HIGH,61.6,463.88,104.88,568.76,0.74,3,✅ YES,77.0,0.6,,1.51,1.95,1,-0.06,11.0,0.37,0.755,STRONG,4,-0.3860351096619538,0.5724849013915839,0.7161459177224531,0.2067209378568581,0.5162204253430511,1.3140159619061562,0.5433775054030996,-0.526181500686363,0.292,0.737,0.76,0.606,0.713,0.938,0.728,0.254,BELOW,AVERAGE,STRONG,AVERAGE,AVERAGE,ELITE,AVERAGE,BELOW,15.0,🔵 INTERESTING,Keins dominant,0.2403233814225024,4500000.0
Vasil Kušej,Slavia Praha,CZE 1,CZE - First League,26,24+,Right,168.0,899,29.18,30.0,—,0,-0.27,964.4,374.93,1339.32,1.81,4,🔼 HIGH,174.8,523.57,190.9,714.47,0.85,4,✅ YES,136.7,0.7,0.75,1.42,1.95,0,0.04,10.0,1.158,0.985,ELITE,5,0.8842139967503929,0.4273875116597608,0.4561614643166174,0.6985885895521099,2.082358672619397,0.4058500166360022,2.9304694114206784,1.3756778634390778,0.846,0.67,0.69,0.804,0.975,0.748,0.998,0.902,STRONG,AVERAGE,AVERAGE,STRONG,ELITE,AVERAGE,ELITE,ELITE,15.0,🔵 INTERESTING,Tiefenläufer,1.0125792786114678,2300000.0
Patryk Makuch,Raków Częstochowa,POL 1,POL - Ekstraklasa,27,24+,Right,187.0,854,29.5,31.04,🟠 MEDIUM,1,0.05,926.76,375.84,1302.6,1.73,4,🔼 HIGH,137.2,555.15,206.17,761.32,0.71,4,✅ YES,168.2,0.68,0.68,1.45,1.85,2,0.02,13.0,-0.01,0.454,BELOW,2,0.6446760761986257,0.535334062177256,0.7624065787922757,-0.8748111396288347,-1.0431558666413128,0.1307514110569639,-0.702702967231139,0.4645040972892058,0.764,0.715,0.77,0.147,0.098,0.628,0.198,0.697,STRONG,AVERAGE,STRONG,WEAK,WEAK,AVERAGE,WEAK,AVERAGE,15.0,🔵 INTERESTING,Keins dominant,-0.0396345807072505,600000.0
Jakub Sypek,Zagłębie Lubin,POL 1,POL - Ekstraklasa,25,24+,Right,180.0,675,29.87,31.54,🟠 MEDIUM,1,0.42,927.18,381.54,1308.72,2.22,4,🔼 HIGH,137.6,355.94,123.32,479.26,0.49,2,✅ YES,-31.0,0.64,0.69,1.21,1.93,4,-0.02,11.0,0.49,0.819,STRONG,4,0.3970167253600653,0.3673652128940583,1.4115056107815958,0.0036099888057082,0.1615814188686985,0.1690046932170804,0.8730251794623693,0.5384415138052243,0.673,0.659,0.904,0.519,0.595,0.65,0.837,0.726,AVERAGE,AVERAGE,ELITE,AVERAGE,AVERAGE,AVERAGE,STRONG,AVERAGE,15.0,🔵 INTERESTING,Keins dominant,0.4419456430576494,350000.0
Szymon Bartlewicz,Chrobry Głogów,POL 2,POL - I liga,21,U21,Right,,355,29.65,29.7,🟠 MEDIUM,1,0.2,836.88,360.2,1197.07,2.39,4,🔼 HIGH,47.3,383.18,120.32,503.5,1.11,3,✅ YES,-3.7,0.59,0.7,1.08,2.23,3,-0.07,12.0,0.279,0.662,AVERAGE,3,-0.8962048628667333,-0.2028505591494524,-0.6116200535147263,0.9582325368508208,2.866290034424544,-0.1523399984715783,0.7564635772569483,-0.4886112503697679,0.114,0.401,0.319,0.873,0.995,0.483,0.797,0.269,WEAK,BELOW,BELOW,STRONG,ELITE,BELOW,STRONG,BELOW,15.0,🔵 INTERESTING,Keins dominant,-0.1325333595574788,450000.0
Srdjan Plavšić,Baník Ostrava,CZE 1,CZE - First League,31,24+,Left,166.0,442,30.72,30.88,🟡 FAST,2,1.27,735.35,411.14,1146.49,1.83,3,🔼 HIGH,-54.2,384.13,195.77,579.89,0.53,3,✅ YES,-2.8,0.64,,1.47,2.22,1,-0.02,12.0,0.127,0.553,AVERAGE,3,-1.213694768549971,0.1315056511715562,-0.6027317371463877,0.3217758998723772,3.2278284897705696,-1.3945345506154525,1.172066832585913,-0.6247135256330114,0.042,0.557,0.33,0.664,0.998,0.024,0.897,0.22,WEAK,AVERAGE,BELOW,AVERAGE,ELITE,WEAK,STRONG,WEAK,15.0,🔵 INTERESTING,Keins dominant,-0.098339826871189,1000000.0
Bradly van Hoeven,Motor Lublin,POL 1,POL - Ekstraklasa,26,24+,Left,174.0,735,29.47,30.7,🟠 MEDIUM,1,0.02,1038.89,353.74,1392.63,1.71,4,🔼 HIGH,249.3,592.18,147.19,739.37,0.31,3,✅ YES,205.3,0.65,0.65,1.22,2.09,3,-0.01,12.0,0.236,0.643,AVERAGE,3,-0.4565565296111352,0.0578860740645475,-1.043721838563911,0.0568525452158487,1.0153717227990315,0.1585334119969672,1.9459535912438704,0.1563470859758206,0.265,0.515,0.067,0.557,0.849,0.646,0.96,0.543,BELOW,AVERAGE,WEAK,AVERAGE,STRONG,AVERAGE,ELITE,AVERAGE,15.0,🔵 INTERESTING,Keins dominant,0.2741726290249634,275000.0
Dániel Lukács,Puskás FC,HUN,HUN - Nemzeti Bajnokság,30,24+,Right,182.0,740,30.2,30.92,🟠 MEDIUM,1,0.75,791.53,334.57,1126.1,2.74,4,🔼 HIGH,1.9,383.32,146.05,529.36,0.82,3,✅ YES,-3.6,0.66,0.82,1.34,2.24,1,0.0,11.0,0.43,0.786,STRONG,4,0.726674076237311,1.1007983939982044,2.0257823278355653,-0.5455452513395963,0.8193540591676544,-0.6146822932103521,0.2340305207926641,-0.3040078561342922,0.793,0.877,0.96,0.258,0.802,0.221,0.624,0.347,STRONG,STRONG,ELITE,BELOW,STRONG,WEAK,AVERAGE,BELOW,15.0,🔵 INTERESTING,Dribbler,0.27624878331488,300000.0
Radek Křivánek,Vysočina Jihlava,CZE 2,CZE - FNL,26,24+,Right,179.0,179,29.6,29.6,🟠 MEDIUM,1,0.15,876.44,351.49,1227.93,1.96,4,🔼 HIGH,86.8,456.52,140.05,596.56,0.61,4,✅ YES,69.6,,,,2.22,0,,12.0,0.191,0.609,AVERAGE,3,1.6415418738550962,-0.5493705054231617,0.9131027180570476,-0.51611001472639,-0.0748239971671828,0.0560558873423321,0.2155918974541726,-0.1558675809803752,0.969,0.22,0.813,0.27,0.474,0.592,0.606,0.43,ELITE,WEAK,STRONG,BELOW,BELOW,AVERAGE,AVERAGE,BELOW,15.0,🔵 INTERESTING,Box-Threat,-0.0083848253141852,150000.0
Nicolas Penner,Mladá Boleslav,CZE 1,CZE - First League,25,24+,Right,178.0,263,30.16,30.16,🟠 MEDIUM,1,0.71,926.0,398.38,1324.38,0.43,3,🔼 HIGH,136.4,444.74,142.03,586.77,0.48,4,✅ YES,57.8,0.73,0.84,1.74,2.11,0,0.07,11.0,0.474,0.809,STRONG,4,-0.2190788174972578,1.8367822797396287,-0.7970337407586021,1.095721793077207,0.5760666166241847,1.498372096325585,-1.0219534430928394,0.8269601592564209,0.383,0.973,0.163,0.898,0.73,0.949,0.093,0.799,BELOW,ELITE,WEAK,STRONG,AVERAGE,ELITE,WEAK,STRONG,15.0,🔵 INTERESTING,Dribbler,0.1908297786866996,300000.0
Shakhmurza Adyrbekov,Trenčín,SVK,SVK - Niké Liga,20,U21,,,158,29.47,29.47,🟠 MEDIUM,1,0.02,1069.11,406.65,1475.77,3.11,4,🔼 HIGH,279.5,538.22,165.32,703.54,1.48,4,✅ YES,151.3,,,,2.38,0,,12.0,0.33,0.722,AVERAGE,3,0.2185518953544954,1.4883797813090318,-0.6791931623746267,-0.0556794444056242,-0.4462023430657887,3.99,-1.5533236382028464,-0.3232098104494267,0.593,0.938,0.252,0.501,0.312,0.997,0.005,0.343,AVERAGE,ELITE,BELOW,AVERAGE,BELOW,ELITE,WEAK,BELOW,15.0,🔵 INTERESTING,Dribbler,0.1583373443490044,
Divine Omoregie,Domžale,SVN,SVN - 1. SNL,21,U21,Right,,176,31.3,31.3,🔵 HIGH,3,1.85,797.79,403.53,1201.32,5.95,4,🔼 HIGH,8.2,283.96,167.8,451.76,2.93,2,✅ YES,-103.0,0.68,0.75,1.18,2.46,1,0.02,13.5,-1.132,0.004,WEAK,1,-0.808491276585584,-1.6431761739781363,-0.5773363449814599,-2.087224947566663,-1.7837880192504,-0.9853634529945204,-1.1802673345147796,0.0131691640692936,0.143,0.018,0.358,0.007,0.004,0.093,0.054,0.503,WEAK,WEAK,BELOW,WEAK,WEAK,WEAK,WEAK,AVERAGE,14.5,🟡 WATCHLIST,Keins dominant,-1.3346417047692,
Daniel Toula,Slavia Praha II,CZE 2,CZE - FNL,21,U21,,185.0,609,30.18,30.88,🟠 MEDIUM,1,0.73,821.3,391.41,1212.7,2.06,4,🔼 HIGH,31.7,424.4,207.33,631.73,0.85,4,✅ YES,37.5,0.62,0.67,1.25,2.03,3,-0.04,13.5,-0.609,0.083,WEAK,1,0.1955692845256148,-0.7963005434809033,0.7649319825931673,-1.637537743469177,-1.3966194774744412,-0.0251787208330963,-1.1707822237331291,-0.8086771178703434,0.579,0.111,0.771,0.033,0.031,0.539,0.06,0.156,AVERAGE,WEAK,STRONG,WEAK,WEAK,AVERAGE,WEAK,WEAK,14.5,🟡 WATCHLIST,Keins dominant,-0.7679422031514983,
Yegor Sharabura,Śląsk Wrocław,POL 2,POL - I liga,22,U23,Right,,533,30.19,30.84,🟠 MEDIUM,1,0.74,927.87,352.23,1280.1,2.23,4,🔼 HIGH,138.3,473.97,169.38,643.35,0.71,4,✅ YES,87.1,0.65,0.68,1.17,2.02,3,-0.01,13.5,-0.304,0.236,WEAK,1,-0.0709019269026715,0.0947802577437725,-0.2564137211584221,-0.5468279083988764,-0.7349304512160897,-0.2629671553954543,-0.2926753644218607,-0.3611334575853032,0.446,0.537,0.501,0.256,0.194,0.403,0.367,0.318,BELOW,AVERAGE,AVERAGE,BELOW,WEAK,BELOW,BELOW,BELOW,14.5,🟡 WATCHLIST,Keins dominant,-0.7708034819207099,
Hugo Vallejo,Piast Gliwice,POL 1,POL - Ekstraklasa,26,24+,Right,186.0,951,29.11,30.4,—,0,-0.34,840.07,256.55,1096.63,2.67,3,🔼 HIGH,50.5,412.92,122.78,535.71,1.41,4,✅ YES,26.0,0.65,0.66,1.24,1.97,3,-0.01,10.5,0.506,0.837,STRONG,4,0.4613888256927523,0.5979866063749123,-0.6796559393987317,1.836359734628321,0.7403968958540283,0.2129085440554357,0.4127876570990286,0.4639182152604907,0.701,0.746,0.25,0.966,0.779,0.677,0.688,0.693,AVERAGE,AVERAGE,BELOW,ELITE,STRONG,AVERAGE,AVERAGE,AVERAGE,14.5,🔵 INTERESTING,Keins dominant,0.4826566249574883,500000.0
Ábel Krajcsovics,Újpest,HUN,HUN - Nemzeti Bajnokság,22,U23,Right,182.0,338,30.18,30.54,🟠 MEDIUM,1,0.73,1082.96,450.34,1533.3,1.54,4,🔼 HIGH,293.4,475.3,172.95,648.25,0.41,3,✅ YES,88.4,0.79,0.79,1.77,1.96,0,0.13,10.5,0.637,0.889,STRONG,4,1.204697457774536,0.8351996096274626,0.8561428226662975,0.7060784325876296,-0.4558677270042041,1.0028677636654306,-0.6701295151706127,1.617525895969763,0.913,0.826,0.789,0.808,0.303,0.895,0.211,0.933,ELITE,STRONG,STRONG,STRONG,BELOW,STRONG,WEAK,ELITE,14.5,🔵 INTERESTING,Tiefenläufer + Box,0.4869807474546537,75000.0
Kacper Laskowski,Chrobry Głogów,POL 2,POL - I liga,25,24+,,,1885,29.94,31.7,🟠 MEDIUM,1,0.49,800.15,337.58,1137.74,1.91,4,🔼 HIGH,10.5,384.69,127.94,512.63,0.5,3,✅ YES,-2.2,0.6,0.64,1.15,1.93,4,-0.06,12.5,-0.067,0.41,BELOW,2,0.3607546892350448,-0.3061985327792811,0.760964496157647,-0.8732802669244385,-0.2934246175459979,-0.2928697732410472,-0.3160305158260523,0.4269547964158474,0.659,0.35,0.768,0.149,0.394,0.383,0.358,0.672,AVERAGE,BELOW,STRONG,WEAK,BELOW,BELOW,BELOW,AVERAGE,14.5,🔵 INTERESTING,Keins dominant,-0.4509509236649378,
Eynel Soares,Trenčín,SVK,SVK - Niké Liga,28,24+,Right,173.0,931,29.92,30.62,🟠 MEDIUM,1,0.47,816.75,403.54,1220.3,3.75,4,🔼 HIGH,27.1,356.99,120.71,477.7,1.38,2,✅ YES,-29.9,0.59,0.68,1.15,1.98,3,-0.07,10.5,0.592,0.873,STRONG,4,0.2354855760502232,1.5580398884883804,0.2612422214818862,-0.3281346736569817,0.3554184680303535,-0.3501691105647472,0.9708859440500508,2.0348539035430373,0.601,0.944,0.63,0.361,0.662,0.347,0.857,0.975,AVERAGE,ELITE,AVERAGE,BELOW,AVERAGE,BELOW,STRONG,ELITE,14.5,🔵 INTERESTING,Läufer + Dribbler,0.2773875147129256,400000.0
Eman Marković,Katowice,POL 1,POL - Ekstraklasa,27,24+,Right,180.0,754,30.24,31.7,🟠 MEDIUM,1,0.79,811.67,312.89,1124.56,1.54,4,🔼 HIGH,22.1,429.63,85.55,515.18,0.44,2,✅ YES,42.7,0.73,0.79,1.45,1.88,1,0.07,9.5,1.025,0.973,ELITE,5,0.8570773055124784,0.6019699951868273,2.697276580917822,0.8062589662730522,1.959095982576916,-0.1205991072733317,0.6179115033101692,0.7801543879049042,0.835,0.748,0.982,0.848,0.971,0.492,0.753,0.789,STRONG,AVERAGE,ELITE,STRONG,ELITE,BELOW,STRONG,STRONG,14.5,🔵 INTERESTING,Keins dominant,0.9947173648346626,500000.0
Márk Szécsi,Debrecen,HUN,HUN - Nemzeti Bajnokság,32,24+,Right,178.0,136,29.83,29.83,🟠 MEDIUM,1,0.38,801.07,350.96,1152.04,0.0,3,🔼 HIGH,11.5,400.41,154.85,555.26,0.0,3,✅ YES,13.5,,,,2.16,0,,9.5,0.858,0.951,ELITE,5,0.786609902411991,0.8139531200079685,3.202821659379625,-0.5005284577312268,-0.1782990761786216,1.0244573412922031,2.5674269411317336,-0.8531944433408583,0.811,0.819,0.991,0.281,0.437,0.898,0.993,0.142,STRONG,STRONG,ELITE,BELOW,BELOW,STRONG,ELITE,WEAK,14.5,🔵 INTERESTING,Keins dominant,0.7259483224443777,300000.0
Issa Fomba,Artis Brno,CZE 2,CZE - FNL,25,24+,Both,176.0,213,30.8,30.8,🟡 FAST,2,1.35,828.31,282.43,1110.74,1.08,2,➡ MEDIUM,38.7,461.06,150.7,611.76,0.0,3,✅ YES,74.1,0.76,,,2.27,0,0.1,10.5,0.572,0.858,STRONG,4,0.0737049393506647,1.883748936291849,-0.478203202165677,1.1821661109780148,0.6421690887547181,0.6085589005514165,-0.0350874419428247,0.6965746556196368,0.537,0.975,0.439,0.911,0.755,0.819,0.468,0.773,AVERAGE,ELITE,BELOW,ELITE,STRONG,STRONG,BELOW,STRONG,14.5,🔵 INTERESTING,Dribbler,0.274394626644993,
Joao Grimaldo,Sparta Praha,CZE 1,CZE - First League,23,U23,Right,175.0,218,29.37,29.37,—,0,-0.08,885.52,413.55,1299.07,3.3,4,🔼 HIGH,95.9,548.22,271.12,819.34,1.49,4,✅ YES,161.3,0.68,0.68,1.42,1.99,1,0.02,10.5,0.4,0.775,STRONG,4,-0.097153753988524,0.0100877119906074,0.2895997352286555,0.7806267570647049,0.3834042864445696,1.301844162151638,-0.1250305325342089,0.6570799245847407,0.443,0.481,0.642,0.837,0.677,0.936,0.436,0.764,BELOW,BELOW,AVERAGE,STRONG,AVERAGE,ELITE,BELOW,STRONG,14.5,🔵 INTERESTING,Keins dominant,0.2524815599986587,1500000.0
Ogbonna Stanley Chizurum,České Budějovice,CZE 2,CZE - FNL,19,U21,,,271,30.47,30.47,🟠 MEDIUM,1,1.02,771.56,383.3,1154.87,4.58,3,🔼 HIGH,-18.0,404.97,150.67,555.64,2.68,4,✅ YES,18.1,0.62,0.68,1.16,2.05,3,-0.04,12.5,-0.019,0.446,BELOW,2,0.1450486201670543,0.0945219281452215,0.3039508709209474,-0.4964526353731032,-0.934930453776942,0.1469827205844313,-0.9162657685459892,1.5021161123576958,0.561,0.535,0.646,0.285,0.143,0.637,0.122,0.92,AVERAGE,AVERAGE,AVERAGE,BELOW,WEAK,AVERAGE,WEAK,ELITE,14.5,🔵 INTERESTING,Tiefenläufer,-0.2698358884778245,
Mamin Sanyang,Tychy 71,POL 2,POL - I liga,23,U23,Right,172.0,352,30.22,30.22,🟠 MEDIUM,1,0.77,913.95,413.61,1327.56,3.03,4,🔼 HIGH,124.4,468.08,181.94,650.02,1.14,4,✅ YES,81.2,0.66,0.75,1.33,2.27,1,0.0,12.5,0.032,0.488,BELOW,2,0.2164300466344497,0.8123649339101306,0.4997703715999639,-0.2023798745039048,-0.6373776805079896,-0.5449689244979928,-0.3719534805270903,0.4803132744062446,0.59,0.817,0.702,0.443,0.225,0.252,0.33,0.704,AVERAGE,STRONG,AVERAGE,BELOW,WEAK,BELOW,BELOW,AVERAGE,14.5,🔵 INTERESTING,Keins dominant,-0.2997036569540136,100000.0
Tadeas Korycan,Hanácká,CZE 2,CZE - FNL,24,24+,,,414,31.14,31.74,🔵 HIGH,3,1.69,838.12,359.15,1197.27,0.29,3,🔼 HIGH,48.5,385.12,158.47,543.59,0.0,2,✅ YES,-1.8,0.75,0.82,,1.9,1,0.09,12.5,0.043,0.496,BELOW,2,0.2841346395971637,-0.1691890082409881,0.5861104145335453,0.2707541659818551,-0.6266110193815886,0.3776549857468174,-0.0292929019570513,-0.34660844659814,0.63,0.417,0.726,0.635,0.232,0.74,0.47,0.33,AVERAGE,BELOW,AVERAGE,AVERAGE,WEAK,AVERAGE,BELOW,BELOW,14.5,🔵 INTERESTING,Keins dominant,-0.2674771974867669,
Vukadin Vukadinović,Artis Brno,CZE 2,CZE - FNL,36,24+,Right,182.0,171,30.33,30.33,🟠 MEDIUM,1,0.88,901.51,443.23,1344.73,2.26,4,🔼 HIGH,111.9,414.61,142.42,557.02,0.0,3,✅ YES,27.7,0.75,0.75,,2.43,0,0.09,10.5,0.424,0.784,STRONG,4,0.9636710949108648,0.9303763732576508,-0.951603379997077,-0.1835813708577794,0.6487073502293588,-0.5693866699076106,1.0830936774718731,1.472761799436434,0.868,0.849,0.093,0.448,0.757,0.241,0.88,0.913,STRONG,STRONG,WEAK,BELOW,STRONG,WEAK,STRONG,ELITE,14.5,🔵 INTERESTING,Tiefenläufer,0.2548129636414278,225000.0
Christian Nguidjol Bayemi,Komárno,SVK,SVK - Niké Liga,28,24+,,,366,30.16,30.58,🟠 MEDIUM,1,0.71,792.43,415.57,1208.0,2.56,4,🔼 HIGH,2.8,348.26,196.4,544.66,0.67,3,✅ YES,-38.7,0.61,0.68,1.37,2.17,2,-0.05,11.5,0.149,0.575,AVERAGE,3,0.6469509868482567,-0.1208077411645938,-0.9406542268539372,-0.1300535119058981,0.929283422211782,0.3011466603413976,-0.5126502800236726,1.019247306421565,0.766,0.43,0.096,0.47,0.828,0.71,0.27,0.851,STRONG,BELOW,WEAK,BELOW,STRONG,AVERAGE,BELOW,STRONG,14.5,🔵 INTERESTING,Tiefenläufer,-0.0917552985080731,
Felix Čejka,Opava,CZE 2,CZE - FNL,25,24+,Right,179.0,555,28.37,28.68,—,0,-1.08,981.43,325.04,1306.47,1.8,4,🔼 HIGH,191.8,415.69,135.55,551.24,0.63,4,✅ YES,28.8,0.69,0.7,1.49,2.01,1,0.03,10.5,0.598,0.875,STRONG,4,1.4436567241968108,0.4779273832361895,1.6158679599197427,0.0451401317056519,0.3669510578176763,-1.0455809007322276,1.440953340966138,0.4390070130609571,0.946,0.697,0.927,0.546,0.67,0.074,0.931,0.677,ELITE,AVERAGE,ELITE,AVERAGE,AVERAGE,WEAK,ELITE,AVERAGE,14.5,🔵 INTERESTING,Box-Threat,0.3749284738645237,175000.0
Rudolf Reiter,Viktoria Žižkov,CZE 2,CZE - FNL,32,24+,Right,180.0,530,29.96,30.56,🟠 MEDIUM,1,0.51,1055.96,457.89,1513.85,1.75,4,🔼 HIGH,266.4,608.78,285.6,894.38,0.82,4,✅ YES,221.9,0.6,0.6,1.63,1.82,3,-0.06,13.5,-0.497,0.137,WEAK,1,-0.5964610911975087,-1.0179449367845297,0.0202557390542511,-0.2420932815485525,-0.6472180962640113,0.4071191561641891,-1.0266615455905073,-0.8764434692304157,0.201,0.076,0.559,0.417,0.221,0.75,0.089,0.136,WEAK,WEAK,AVERAGE,BELOW,WEAK,STRONG,WEAK,WEAK,14.5,🟡 WATCHLIST,Keins dominant,-0.6905200516157947,175000.0
Youssoupha Sanyang,Slavia Praha,CZE 1,CZE - First League,21,U21,Left,175.0,277,30.8,30.8,🟡 FAST,2,1.35,1343.44,657.94,2001.38,2.16,4,🔼 HIGH,553.8,567.1,271.56,838.66,0.0,3,✅ YES,180.2,0.77,0.87,1.57,2.15,0,0.11,12.5,-0.178,0.319,BELOW,2,0.1555075968263178,-0.6114946477332385,0.8264826206653695,-0.1625583296128417,-0.0362948110707112,-0.5607433718901117,-0.0823375015573136,-0.9491388718497412,0.563,0.18,0.782,0.457,0.495,0.245,0.456,0.114,AVERAGE,WEAK,STRONG,BELOW,BELOW,WEAK,BELOW,WEAK,14.5,🔵 INTERESTING,Keins dominant,-0.3474492033917477,
