Spieler,Verein,Liga,Liga (voll),Alter,Altersband,Fuß,Größe (cm),Minuten,PSV-99,Top-5 PSV-99,Speed Flag,Speed Score,Δ PSV-99,HSR P60BIP,Sprint P60BIP,HI-Dist P60BIP,Expl.Acc BIP,BIP Score,BIP Level,Δ HSR BIP,HSR OTIP P30,Sprint OTIP P30,HI-Dist OTIP P30,Expl.Acc OTIP,OTIP Score,OTIP Pass,Δ HSR OTIP,Time→HSR (s),Time→HSR CoD (s),Time→Sprint (s),Time→505° (s),Burst Score,Δ T→HSR,Physical Score,IFI Raw,IFI Percentile,IFI Label,IFI Punkte,Box Threat,Dribbling,Finishing,Involvement,Passing Quality,Pressing,Providing Teammates,Run Quality,Pct_Box Threat,Pct_Dribbling,Pct_Finishing,Pct_Involvement,Pct_Passing Quality,Pct_Pressing,Pct_Providing Teammates,Pct_Run Quality,Lbl_Box Threat,Lbl_Dribbling,Lbl_Finishing,Lbl_Involvement,Lbl_Passing Quality,Lbl_Pressing,Lbl_Providing Teammates,Lbl_Run Quality,Final Total,Final Tier,Spielertyp,Transfer Score,Transferwert (€)
Dominik Pleštil,Bohemians 1905,CZE 1,CZE - First League,27,24+,Right,186.0,256,31.52,31.9,🔵 HIGH,3,2.07,622.88,412.34,1035.22,1.38,2,➡ MEDIUM,-166.7,231.54,181.08,412.63,0.0,1,❌ NO,-155.4,0.71,0.87,1.57,2.27,0,0.05,9.5,-0.81,0.033,WEAK,1,-0.7831726908525828,-0.9910917547578316,-0.5322499679454604,-1.089471047695935,-1.1115120170773816,-1.527019695132299,-0.6440085002322129,0.2006979312083694,0.152,0.082,0.417,0.096,0.073,0.016,0.218,0.561,WEAK,WEAK,BELOW,WEAK,WEAK,WEAK,WEAK,AVERAGE,10.5,🟡 WATCHLIST,Keins dominant,-0.87297086921966,250000.0
Lukáš Ambros,Górnik Zabrze,POL 1,POL - Ekstraklasa,22,U23,Left,182.0,189,28.0,28.0,—,0,-1.45,854.0,182.38,1036.38,1.08,1,🔽 LOW,64.4,463.45,65.88,529.33,0.46,3,✅ YES,76.5,0.8,0.84,,2.32,0,0.14,5.5,1.095,0.98,ELITE,5,0.4772547586474996,-0.4029112009969254,-0.6047791773565141,2.7339742834321465,2.1780072243202757,1.7539588361256295,2.1046623289724957,0.5163603667411475,0.708,0.309,0.328,0.993,0.98,0.967,0.967,0.722,AVERAGE,BELOW,BELOW,ELITE,ELITE,ELITE,ELITE,AVERAGE,10.5,🟡 WATCHLIST,Keins dominant,1.08358788802382,350000.0
Anom Chidi,Celje,SVN,SVN - 1. SNL,22,U23,,,161,29.93,29.93,🟠 MEDIUM,1,0.48,768.83,328.46,1097.3,1.45,3,🔼 HIGH,-20.8,519.17,149.91,669.08,0.0,3,✅ YES,132.3,,,,2.48,0,,9.5,-1.1,0.005,WEAK,1,-0.6989707476343946,-1.2541294389382984,-0.5741086504657806,-2.927239574127911,-1.7499516281897136,-0.1671843922079704,-1.2466740517297874,-0.1836466667647093,0.183,0.051,0.365,0.002,0.007,0.475,0.051,0.423,WEAK,WEAK,BELOW,WEAK,WEAK,BELOW,WEAK,BELOW,10.5,🟡 WATCHLIST,Keins dominant,-1.3049818752787614,
Roman Mokrovics,Sparta Praha II,CZE 2,CZE - FNL,20,U21,,,528,29.01,29.56,—,0,-0.44,787.44,259.62,1047.06,2.04,1,🔽 LOW,-2.2,447.89,138.8,586.69,1.06,4,✅ YES,61.0,0.59,0.7,1.29,1.96,3,-0.07,8.5,-0.216,0.298,BELOW,2,-0.182286245446493,0.2173725384450838,-0.1787452206073234,-0.0696187336337027,-0.5265192559826019,-1.25334045426345,-0.8351102129716517,1.1005947495991797,0.414,0.599,0.517,0.495,0.281,0.042,0.142,0.86,BELOW,AVERAGE,AVERAGE,BELOW,BELOW,WEAK,WEAK,STRONG,10.5,🟡 WATCHLIST,Tiefenläufer,-0.5886067421700275,450000.0
Matúš Kmet,DAC,SVK,SVK - Niké Liga,26,24+,Right,173.0,410,29.04,29.04,—,0,-0.41,940.49,275.21,1215.7,1.59,3,🔼 HIGH,150.9,487.12,146.53,633.65,0.28,3,✅ YES,100.2,0.73,0.77,1.4,2.1,0,0.07,7.5,0.131,0.557,AVERAGE,3,-0.5352135201637463,-0.1921610045879535,0.2145446398249456,0.3754146149508225,1.0752213038157423,0.2788994889763306,-0.0970793425880194,-0.0684909106493522,0.245,0.41,0.608,0.684,0.862,0.701,0.448,0.472,WEAK,BELOW,AVERAGE,AVERAGE,STRONG,AVERAGE,BELOW,BELOW,10.5,🟡 WATCHLIST,Keins dominant,-0.0934948664513217,1000000.0
Pau Sans,Cracovia Kraków,POL 1,POL - Ekstraklasa,22,U23,Right,177.0,705,30.56,31.66,🟡 FAST,2,1.11,745.24,310.98,1056.22,1.62,2,➡ MEDIUM,-44.4,334.85,108.62,443.47,0.0,0,❌ NO,-52.1,0.65,0.66,1.29,1.95,3,-0.01,7.5,0.049,0.502,AVERAGE,3,0.4888120226509302,-0.1054556393361219,-0.5357378705899011,0.2958827498973875,-0.4162268613231822,0.7742097106588527,-0.69528158746936,0.5845261165676503,0.713,0.437,0.412,0.65,0.33,0.849,0.201,0.744,AVERAGE,BELOW,BELOW,AVERAGE,BELOW,STRONG,WEAK,AVERAGE,10.5,🟡 WATCHLIST,Keins dominant,0.0270953752950827,
Patrik Dulay,Slovan Liberec,CZE 1,CZE - First League,21,U21,,185.0,516,29.83,30.72,🟠 MEDIUM,1,0.38,1320.37,528.83,1849.2,1.22,3,🔼 HIGH,530.8,613.93,189.3,803.23,0.24,3,✅ YES,227.0,0.7,0.71,1.66,1.96,0,0.04,9.5,-0.366,0.203,WEAK,1,0.1729133211707687,-0.7667915971457947,-0.1759279576462121,-1.3990756471375465,-0.6424428589010709,-0.3453569812705515,-0.4367317399466262,0.6653067387075913,0.574,0.136,0.519,0.053,0.223,0.35,0.307,0.77,AVERAGE,WEAK,AVERAGE,WEAK,WEAK,BELOW,BELOW,STRONG,10.5,🟡 WATCHLIST,Keins dominant,-0.3179578397245955,
Oskar Leśniak,Piast Gliwice,POL 1,POL - Ekstraklasa,22,U23,Left,176.0,489,27.54,28.14,—,0,-1.91,1217.1,258.68,1475.78,0.87,2,➡ MEDIUM,427.5,707.05,153.04,860.09,0.0,3,✅ YES,320.1,0.7,0.71,1.67,1.95,0,0.04,6.5,0.388,0.768,STRONG,4,-0.8556017091610718,0.1580519975913198,-0.9100364171971936,0.9720747694142088,1.4922946491431743,0.4554565955797562,2.238366379477497,-0.4459202075594085,0.127,0.57,0.105,0.88,0.926,0.77,0.975,0.283,WEAK,AVERAGE,WEAK,STRONG,ELITE,STRONG,ELITE,BELOW,10.5,🟡 WATCHLIST,Keins dominant,0.3249979997163597,100000.0
Milan Petržela,Slovácko,CZE 1,CZE - First League,43,24+,Right,172.0,414,29.46,30.12,🟠 MEDIUM,1,0.01,780.62,304.0,1084.62,2.06,2,➡ MEDIUM,-9.0,380.45,152.77,533.22,1.49,3,✅ YES,-6.5,0.68,0.76,1.35,1.98,0,0.02,8.5,-0.03,0.437,BELOW,2,-0.2948895495310328,-0.7821684893946567,-0.2967607050578731,-0.3481280434818359,0.3333271114869096,0.9732832686722576,-0.1553762435352339,0.3346883756433603,0.343,0.122,0.497,0.347,0.646,0.891,0.423,0.635,BELOW,WEAK,BELOW,BELOW,AVERAGE,STRONG,BELOW,AVERAGE,10.5,🟡 WATCHLIST,Keins dominant,-0.0564732226489297,25000.0
Gleofilo Vlijter,Újpest,HUN,HUN - Nemzeti Bajnokság,27,24+,Left,176.0,264,29.8,29.8,🟠 MEDIUM,1,0.35,788.76,336.93,1125.69,1.37,3,🔼 HIGH,-0.8,341.08,146.78,487.86,0.0,1,❌ NO,-45.8,0.72,0.72,1.46,2.32,0,0.06,6.5,0.503,0.833,STRONG,4,-0.3962771385392379,0.883916336317826,0.6475704869166649,0.5203780544017906,-0.7288480004455106,0.8306955074705002,1.0985272472076455,1.1672152766928263,0.283,0.835,0.74,0.759,0.196,0.86,0.886,0.873,BELOW,STRONG,AVERAGE,STRONG,WEAK,STRONG,STRONG,STRONG,10.5,🟡 WATCHLIST,Tiefenläufer,0.2694153599714672,200000.0
Dominik Vott,Příbram,CZE 2,CZE - FNL,24,24+,,180.0,751,29.17,30.34,—,0,-0.28,903.98,314.42,1218.4,0.96,3,🔼 HIGH,114.4,399.46,121.66,521.12,0.37,3,✅ YES,12.5,0.66,0.75,1.33,1.88,2,0.0,8.5,0.028,0.486,BELOW,2,-0.1619864899358699,1.089334115485724,0.8054724783242674,-0.1594544903548337,-0.1273719450869182,-0.3244038070235088,-0.2569109375115977,-0.6417632138202717,0.421,0.875,0.779,0.461,0.456,0.365,0.379,0.216,BELOW,STRONG,STRONG,BELOW,BELOW,BELOW,BELOW,WEAK,10.5,🟡 WATCHLIST,Dribbler,-0.2287346361531352,
Kamil Antonik,Miedź Legnica,POL 2,POL - I liga,28,24+,Right,184.0,1116,30.11,31.16,🟠 MEDIUM,1,0.66,771.11,301.95,1073.06,1.6,2,➡ MEDIUM,-18.5,367.0,97.91,464.91,0.34,0,❌ NO,-19.9,0.65,0.71,1.26,1.86,3,-0.01,5.5,0.815,0.944,ELITE,5,1.0248515143885282,0.9988781590883484,1.0702617922944528,0.0074203797444423,0.510182353210591,0.5788349991671865,0.9729915659427004,1.357461011985189,0.875,0.862,0.851,0.525,0.708,0.817,0.86,0.898,STRONG,STRONG,STRONG,AVERAGE,AVERAGE,STRONG,STRONG,STRONG,10.5,🟡 WATCHLIST,Tiefenläufer + Box,0.431123549334426,300000.0
Patrik Goj,Ústí nad Labem,CZE 2,CZE - FNL,24,24+,,,170,29.17,29.17,—,0,-0.28,753.15,326.79,1079.94,1.76,2,➡ MEDIUM,-36.5,347.35,157.55,504.89,1.24,3,✅ YES,-39.6,0.7,,1.7,2.14,0,0.04,6.5,0.391,0.77,STRONG,4,0.0722802113246214,1.134285123976877,1.049004559059893,0.961128725962644,0.3345263056180282,-0.0169456541788122,-0.2037097749062469,-0.19908264030025,0.534,0.882,0.846,0.875,0.648,0.546,0.403,0.41,AVERAGE,STRONG,STRONG,STRONG,AVERAGE,AVERAGE,BELOW,BELOW,10.5,🟡 WATCHLIST,Dribbler,0.1127325347752482,
Patrik Daněk,Zemplín Michalovce,SVK,SVK - Niké Liga,25,24+,Left,170.0,274,30.4,30.4,🟠 MEDIUM,1,0.95,866.56,415.97,1282.53,0.87,3,🔼 HIGH,77.0,377.88,189.68,567.56,0.0,2,✅ YES,-9.0,0.69,,,2.38,0,0.03,8.0,0.006,0.465,BELOW,2,0.4235135801194563,1.790627013470924,0.5673528921953935,-2.2071736589371773,-0.9132376262112744,0.2334577431922394,0.3580642029913904,-0.2072868098865363,0.688,0.967,0.721,0.005,0.152,0.684,0.666,0.401,AVERAGE,ELITE,AVERAGE,WEAK,WEAK,AVERAGE,AVERAGE,BELOW,10.0,🟡 WATCHLIST,Dribbler,-0.3309429119317206,300000.0
Ammar Ramadan,DAC,SVK,SVK - Niké Liga,25,24+,Left,174.0,1965,29.33,31.66,—,0,-0.12,662.11,253.98,916.09,1.79,1,🔽 LOW,-127.5,332.05,141.2,473.25,0.55,2,✅ YES,-54.9,0.59,0.66,1.24,1.75,4,-0.07,6.0,0.647,0.896,STRONG,4,1.1612493143219316,1.4412944967254986,0.5240091053694124,0.7604751997746095,0.5450014530363366,0.2189367108414944,0.1261123823031181,0.4005920224049753,0.907,0.929,0.711,0.82,0.721,0.681,0.55,0.661,ELITE,ELITE,AVERAGE,STRONG,AVERAGE,AVERAGE,AVERAGE,AVERAGE,10.0,🟡 WATCHLIST,Dribbler + Box,0.3414217950411783,450000.0
Denis Kaulfus,Chrudim,CZE 2,CZE - FNL,22,U23,,,457,29.58,29.58,🟠 MEDIUM,1,0.13,809.83,295.41,1105.24,0.99,3,🔼 HIGH,20.2,386.22,137.46,523.68,0.24,2,✅ YES,-0.7,0.77,0.88,1.74,2.05,0,0.11,8.0,-0.107,0.381,BELOW,2,0.0620550481724803,-0.9998744058406616,1.2574987167708194,0.0545362083488907,-0.5508988643511818,0.4987253571869242,-0.2534877011438067,-0.9210731513456902,0.525,0.08,0.891,0.554,0.263,0.791,0.381,0.123,AVERAGE,WEAK,STRONG,AVERAGE,BELOW,STRONG,BELOW,WEAK,10.0,🟡 WATCHLIST,Keins dominant,-0.3078822493937875,
Mads Agger,Pogoń Szczecin,POL 1,POL - Ekstraklasa,27,24+,Left,181.0,314,28.98,28.98,—,0,-0.47,993.35,411.75,1405.1,2.51,4,🔼 HIGH,203.8,402.71,148.42,551.13,0.36,3,✅ YES,15.8,0.69,0.78,1.24,2.0,1,0.03,9.0,-0.863,0.022,WEAK,1,-0.6254144419157592,-0.3583381274497741,-0.7364865761350096,-1.8787985741062696,-0.5454432006053872,-1.3728972072440158,-0.8613944952500777,-0.522792716465369,0.198,0.325,0.207,0.015,0.269,0.025,0.14,0.258,WEAK,BELOW,WEAK,WEAK,BELOW,WEAK,WEAK,BELOW,10.0,🟡 WATCHLIST,Keins dominant,-0.9450731081618796,550000.0
Štěpán Sebrle,Dukla Praha,CZE 1,CZE - First League,24,24+,Right,,124,28.33,28.33,—,0,-1.12,1048.07,390.83,1438.9,1.1,3,🔼 HIGH,258.5,449.07,186.88,635.95,0.93,4,✅ YES,62.2,0.95,,,,0,0.29,9.0,-0.86,0.024,WEAK,1,-0.2076355030688408,0.4767472769479205,-0.6024878236807537,-1.277111936918684,-1.895657682691451,-1.4007219380793607,-1.5209459607117537,-0.4556215379693693,0.394,0.693,0.332,0.073,0.002,0.022,0.011,0.279,BELOW,AVERAGE,BELOW,WEAK,WEAK,WEAK,WEAK,BELOW,10.0,🟡 WATCHLIST,Keins dominant,-1.1004453545239772,225000.0
João Oliveira,Arka Gdynia,POL 1,POL - Ekstraklasa,30,24+,Right,177.0,409,29.97,30.56,🟠 MEDIUM,1,0.52,938.1,303.37,1241.47,2.02,4,🔼 HIGH,148.5,526.75,112.12,638.86,0.0,2,✅ YES,139.8,0.68,0.71,1.35,2.07,0,0.02,9.0,-0.467,0.157,WEAK,1,-0.761781108478786,-0.220452655007558,-0.6154461444121042,-0.5602557987785608,-0.4103083453577286,-0.9364101194022608,-0.7317410457442998,0.4986594293613254,0.16,0.392,0.314,0.249,0.338,0.109,0.183,0.71,WEAK,BELOW,BELOW,WEAK,BELOW,WEAK,WEAK,AVERAGE,10.0,🟡 WATCHLIST,Keins dominant,-0.6115483004203908,300000.0
Divine Teah,Pardubice,CZE 1,CZE - First League,20,U21,,,196,28.43,28.43,—,0,-1.02,715.49,183.71,899.19,3.22,1,🔽 LOW,-74.1,479.45,136.75,616.2,1.65,4,✅ YES,92.5,0.72,,1.45,2.5,0,0.06,7.0,0.239,0.646,AVERAGE,3,-1.4871684172224826,0.6406667247517654,-0.5333420229899858,0.4805912406287733,1.755935369362317,1.1768041576329715,0.1274816588580751,-0.246300412224166,0.013,0.764,0.416,0.73,0.956,0.924,0.552,0.381,WEAK,STRONG,BELOW,AVERAGE,ELITE,ELITE,AVERAGE,BELOW,10.0,🟡 WATCHLIST,Keins dominant,0.2168986999013262,
Ali Gholizadeh,Lech Poznań,POL 1,POL - Ekstraklasa,30,24+,Left,175.0,955,28.65,30.02,—,0,-0.8,852.76,280.2,1132.96,1.28,2,➡ MEDIUM,63.2,403.44,103.01,506.45,0.27,2,✅ YES,16.5,0.75,0.8,1.42,1.98,0,0.09,5.0,1.274,0.987,ELITE,5,0.868424745419676,0.6619303392170209,0.79589591417668,1.7947467275299187,2.798044636155713,0.4311791358137213,2.32668847575064,0.5132416303104872,0.838,0.77,0.777,0.96,0.993,0.76,0.98,0.715,STRONG,STRONG,STRONG,ELITE,ELITE,STRONG,ELITE,AVERAGE,10.0,🟡 WATCHLIST,Keins dominant,1.2294992682378354,1200000.0
Žan Bešir,Primorje,SVN,SVN - 1. SNL,26,24+,Left,187.0,386,28.45,28.45,—,0,-1.0,745.21,198.56,943.77,0.6,0,🔽 LOW,-44.4,499.72,159.88,659.6,0.59,4,✅ YES,112.8,0.81,0.91,1.55,1.98,0,0.15,6.0,0.691,0.898,STRONG,4,-1.479971839267934,0.148019767253245,-0.6199044103038406,3.656781089760895,1.0514413705316248,3.99,0.133035900577307,-1.3492098544000624,0.016,0.568,0.31,1.0,0.858,0.997,0.559,0.034,WEAK,AVERAGE,BELOW,ELITE,STRONG,ELITE,AVERAGE,WEAK,10.0,🟡 WATCHLIST,Keins dominant,0.5274227696062789,125000.0
Paul Mukairu,Pogoń Szczecin,POL 1,POL - Ekstraklasa,26,24+,Right,182.0,1179,29.19,31.12,—,0,-0.26,808.28,299.51,1107.79,1.57,4,🔼 HIGH,18.7,384.43,99.96,484.39,0.51,1,❌ NO,-2.5,0.65,0.68,1.26,2.01,3,-0.01,7.0,0.068,0.51,AVERAGE,3,0.3033030975516694,-0.5451760204877311,0.6288503398379558,0.3523931426883493,-0.1538108768902575,-0.5844805549167865,-0.405104842839957,0.9505243184694696,0.637,0.225,0.735,0.675,0.448,0.232,0.319,0.831,AVERAGE,WEAK,AVERAGE,AVERAGE,BELOW,WEAK,BELOW,STRONG,10.0,🟡 WATCHLIST,Keins dominant,0.005372760604459,700000.0
Adrián Kaprálik,Žilina,SVK,SVK - Niké Liga,24,24+,Right,175.0,150,30.67,30.67,🟡 FAST,2,1.22,769.4,497.94,1267.34,0.79,2,➡ MEDIUM,-20.2,308.68,111.83,420.51,0.0,0,❌ NO,-78.2,,,,2.05,0,,6.0,0.492,0.823,STRONG,4,2.051696854657024,0.7268074981841598,2.7282959555581736,-1.871188251474707,-0.5006377971053215,-0.766548491830079,0.3540167349292262,1.211065688791264,0.984,0.788,0.984,0.018,0.289,0.169,0.662,0.884,ELITE,STRONG,ELITE,WEAK,BELOW,WEAK,AVERAGE,STRONG,10.0,🟡 WATCHLIST,Tiefenläufer + Box,0.3017683280241838,1500000.0
Tobiasz Kubik,Tychy 71,POL 2,POL - I liga,23,U23,,,417,28.73,29.0,—,0,-0.72,1033.97,248.49,1282.47,0.82,2,➡ MEDIUM,244.4,657.14,155.93,813.07,0.54,4,✅ YES,270.2,0.74,0.8,1.86,2.19,0,0.08,8.0,-0.143,0.351,BELOW,2,-0.8367781123560989,-0.1181174500635968,-0.5169468048874972,-0.0570438682051124,-0.0633935352384849,1.1914672292587642,-0.3379805868010902,-0.4069126861252088,0.136,0.434,0.426,0.499,0.481,0.927,0.35,0.299,WEAK,BELOW,BELOW,BELOW,BELOW,ELITE,BELOW,BELOW,10.0,🟡 WATCHLIST,Keins dominant,-0.6103243082691313,25000.0
Oliwier Kwiatkowski,Polonia Bytom,POL 2,POL - I liga,21,U21,,,860,27.09,28.44,—,0,-2.36,1043.38,194.41,1237.8,0.39,2,➡ MEDIUM,253.8,705.32,128.81,834.13,0.4,3,✅ YES,318.4,0.67,0.69,1.46,1.98,1,0.01,7.0,0.257,0.651,AVERAGE,3,0.3574306948504041,0.6798610204511593,0.0987410301732185,0.0094420867983184,0.8125963406736254,-0.2350897608599814,0.7624773885459019,-0.4264162406705038,0.657,0.775,0.583,0.528,0.8,0.426,0.802,0.292,AVERAGE,STRONG,AVERAGE,AVERAGE,STRONG,BELOW,STRONG,BELOW,10.0,🟡 WATCHLIST,Keins dominant,-0.0698423721946202,
Michal Černák,Dukla Praha,CZE 1,CZE - First League,23,U23,Right,174.0,489,28.45,28.82,—,0,-1.0,1042.86,299.96,1342.81,1.27,3,🔼 HIGH,253.3,572.65,142.08,714.73,0.46,4,✅ YES,185.7,0.77,0.86,1.46,2.08,0,0.11,9.0,-0.461,0.16,WEAK,1,-0.6620045652038473,-0.2513531730449079,-0.6736552331369929,-0.3258310383120237,-0.6042744501689516,-0.3803495644681771,-0.4494885219820478,-0.3377332885433969,0.187,0.379,0.265,0.363,0.241,0.336,0.298,0.334,WEAK,BELOW,BELOW,BELOW,WEAK,BELOW,BELOW,BELOW,10.0,🟡 WATCHLIST,Keins dominant,-0.5891219770504618,400000.0
Sebastian Kowalczyk,Zagłębie Lubin,POL 1,POL - Ekstraklasa,28,24+,Right,169.0,162,28.07,28.07,—,0,-1.38,949.97,260.67,1210.64,1.52,3,🔼 HIGH,160.4,486.88,130.43,617.31,0.63,4,✅ YES,100.0,0.76,,1.78,2.63,0,0.1,9.0,-0.525,0.12,WEAK,1,-0.1875207791499958,-0.5586920509319407,-0.6271105575192437,0.160386608855069,-1.1831162544473506,-0.3370166119796547,-0.9290056128462272,-0.5341872237952313,0.412,0.218,0.305,0.588,0.058,0.358,0.118,0.252,BELOW,WEAK,BELOW,AVERAGE,WEAK,BELOW,WEAK,BELOW,10.0,🟡 WATCHLIST,Keins dominant,-0.6139319009463243,1200000.0
Ousmane Condé,Karviná,CZE 1,CZE - First League,22,U23,,,293,30.36,30.36,🟠 MEDIUM,1,0.91,852.35,460.42,1312.77,3.3,4,🔼 HIGH,62.8,335.77,170.66,506.42,0.43,2,✅ YES,-51.1,0.68,,1.44,2.23,0,0.02,9.0,-0.505,0.132,WEAK,1,-0.9310719224272156,-0.5972184917681448,-0.6822149430144968,-0.079620201865113,-0.773379993511074,0.0982156325728995,-0.7049705436638116,-0.3663447446500307,0.103,0.196,0.247,0.494,0.192,0.612,0.194,0.316,WEAK,WEAK,WEAK,BELOW,WEAK,AVERAGE,WEAK,BELOW,10.0,🟡 WATCHLIST,Keins dominant,-0.5979932973516604,
Josh Pérez,Odra Opole,POL 2,POL - I liga,28,24+,Left,165.0,531,27.54,28.06,—,0,-1.91,918.76,192.35,1111.11,2.32,3,🔼 HIGH,129.2,463.9,84.77,548.67,0.78,3,✅ YES,77.0,0.69,0.69,1.44,2.06,1,0.03,8.0,0.035,0.49,BELOW,2,-0.7773590293743131,0.0100000718515602,-0.7098797995081295,0.1839458472191598,1.5699811668805312,-0.3121565945223342,0.6149001357147647,-0.3008625037389965,0.158,0.479,0.227,0.599,0.936,0.374,0.751,0.35,WEAK,BELOW,WEAK,AVERAGE,ELITE,BELOW,STRONG,BELOW,10.0,🟡 WATCHLIST,Keins dominant,-0.4091294973259101,175000.0
Robert Bartolomeu,Hanácká,CZE 2,CZE - FNL,33,24+,Right,172.0,201,29.13,29.13,—,0,-0.32,917.92,344.36,1262.29,1.13,3,🔼 HIGH,128.3,415.18,131.25,546.43,0.54,4,✅ YES,28.3,0.89,0.98,,2.18,0,0.23,9.0,-0.587,0.096,WEAK,1,-0.976682726654199,-1.2256119943152746,-0.7499483554470786,0.2928314987324377,-1.1916934475684489,0.3324066763785083,-0.832023281444895,-0.3487247314508246,0.096,0.056,0.191,0.644,0.056,0.717,0.145,0.328,WEAK,WEAK,WEAK,AVERAGE,WEAK,AVERAGE,WEAK,BELOW,10.0,🟡 WATCHLIST,Keins dominant,-0.9253016978131278,200000.0
Morgan Faßbender,Nieciecza,POL 1,POL - Ekstraklasa,28,24+,Right,188.0,999,29.67,31.02,🟠 MEDIUM,1,0.22,779.33,287.85,1067.19,1.4,2,➡ MEDIUM,-10.3,337.77,86.16,423.93,0.09,0,❌ NO,-49.1,0.66,0.68,1.18,1.75,4,0.0,6.0,0.488,0.813,STRONG,4,1.3335562902263085,0.780675290126879,0.1015580664322314,0.0406583202724005,-0.3014926885320372,-0.8621607313435137,0.6444675153142426,2.169345982324985,0.927,0.804,0.586,0.544,0.388,0.14,0.764,0.978,ELITE,STRONG,AVERAGE,AVERAGE,BELOW,WEAK,STRONG,ELITE,10.0,🟡 WATCHLIST,Tiefenläufer + Box,0.3886188126736974,200000.0
Ajdin Hasić,Cracovia Kraków,POL 1,POL - Ekstraklasa,25,24+,Left,177.0,1360,27.57,28.54,—,0,-1.88,881.5,214.0,1095.51,0.84,2,➡ MEDIUM,91.9,459.03,90.72,549.76,0.49,3,✅ YES,72.1,0.72,0.74,1.43,1.81,1,0.06,7.0,0.26,0.654,AVERAGE,3,-0.2385493939799761,0.2640931825410519,0.9931140696447004,0.8343895966619717,0.8406776700766124,-0.2483856960063334,-0.0882953036201453,-0.2806916590047948,0.376,0.617,0.835,0.858,0.808,0.417,0.454,0.365,BELOW,AVERAGE,STRONG,STRONG,STRONG,BELOW,BELOW,BELOW,10.0,🟡 WATCHLIST,Keins dominant,0.114899135845488,800000.0
Behar Feta,Aluminij,SVN,SVN - 1. SNL,23,U23,Right,169.0,1343,29.51,31.24,🟠 MEDIUM,1,0.06,776.23,288.02,1064.25,1.87,2,➡ MEDIUM,-13.4,354.43,116.33,470.75,0.93,1,❌ NO,-32.5,0.61,0.69,1.14,1.96,3,-0.05,7.0,0.299,0.69,AVERAGE,3,0.1712515363458853,-0.0453695716222708,1.1132521118657543,0.4346144585802819,0.6615961730726141,-0.1968887097974297,0.0064276770081372,0.2496688157683491,0.572,0.457,0.862,0.715,0.762,0.454,0.494,0.586,AVERAGE,BELOW,STRONG,AVERAGE,STRONG,BELOW,BELOW,AVERAGE,10.0,🟡 WATCHLIST,Keins dominant,0.1328287171194271,150000.0
Samuel Pikolon,Slavia Praha II,CZE 2,CZE - FNL,20,U21,,181.0,764,29.75,30.46,🟠 MEDIUM,1,0.3,802.07,366.57,1168.64,1.22,3,🔼 HIGH,12.5,335.96,146.47,482.44,0.17,1,❌ NO,-51.0,0.62,0.67,1.33,1.9,3,-0.04,8.0,-0.007,0.457,BELOW,2,1.331707319978087,-0.5944251976720865,0.4581327870481815,-0.7978620842911895,-0.4460009621593565,-0.5837021248760003,0.3284396216622017,0.2452240195629959,0.926,0.201,0.691,0.171,0.314,0.234,0.653,0.583,ELITE,WEAK,AVERAGE,WEAK,BELOW,WEAK,AVERAGE,AVERAGE,10.0,🟡 WATCHLIST,Box-Threat,-0.2325058887733372,400000.0
Abel Cedergren,Slavia Praha II,CZE 2,CZE - FNL,17,U21,,,156,29.37,29.37,—,0,-0.08,817.25,391.19,1208.43,2.05,4,🔼 HIGH,27.6,381.73,128.87,510.6,0.0,2,✅ YES,-5.2,0.95,,,2.15,0,0.29,7.0,0.084,0.519,AVERAGE,3,-0.1138809025367145,0.8395150238652551,-0.3815604178851317,-0.1018229312613716,-0.3341779614526903,0.3386267180255691,0.0540770858071711,0.3747843589897436,0.437,0.828,0.466,0.485,0.374,0.722,0.517,0.648,BELOW,STRONG,BELOW,BELOW,BELOW,AVERAGE,AVERAGE,AVERAGE,10.0,🟡 WATCHLIST,Keins dominant,-0.1645435812170313,
Hugo Ahl,Zemplín Michalovce,SVK,SVK - Niké Liga,25,24+,,,1186,28.6,29.86,—,0,-0.85,908.63,250.83,1159.46,0.95,2,➡ MEDIUM,119.0,419.54,104.57,524.12,0.29,2,✅ YES,32.6,0.66,0.72,1.34,1.85,2,0.0,6.0,0.535,0.842,STRONG,4,0.526667831028458,0.4538013542124267,1.962072175952376,0.2387887332719353,-0.0244110965910944,0.2115398428677177,0.6949414771300279,0.2136475613033604,0.731,0.681,0.956,0.621,0.503,0.675,0.78,0.57,AVERAGE,AVERAGE,ELITE,AVERAGE,AVERAGE,AVERAGE,STRONG,AVERAGE,10.0,🟡 WATCHLIST,Keins dominant,0.2594529156764554,
Roman Pasevich,Mura,SVN,SVN - 1. SNL,27,24+,,169.0,172,29.5,29.5,🟠 MEDIUM,1,0.05,785.08,274.81,1059.9,0.7,0,🔽 LOW,-4.5,449.64,148.66,598.3,0.73,4,✅ YES,62.7,0.78,,,2.33,0,0.12,8.0,-0.164,0.333,BELOW,2,-0.5129858581983217,0.6664429641505843,-0.5665000062692529,-0.9040033441446118,-0.6110092122818807,0.0414559000068441,-0.9847416259353048,1.5599578626385155,0.25,0.771,0.376,0.142,0.238,0.583,0.105,0.929,BELOW,STRONG,BELOW,WEAK,WEAK,AVERAGE,WEAK,ELITE,10.0,🟡 WATCHLIST,Tiefenläufer,-0.4552811423805018,300000.0
